Sorted by recommended artist values
""
""
1 recommended artists. 
,MAP,MAR,F1 score
1,7.200000000000004,2.12703425229741,3.2839263161854673
""
2 recommended artists. 
,MAP,MAR,F1 score
1,7.3999999999999915,4.12313700918964,5.295643685165036
""
3 recommended artists. 
,MAP,MAR,F1 score
1,7.066666666666663,5.633504594820383,6.269222409221176
""
4 recommended artists. 
,MAP,MAR,F1 score
1,6.283333333333323,6.087436014278116,6.183833607799447
""
5 recommended artists. 
,MAP,MAR,F1 score
1,6.050000000000004,7.151345788714204,6.554732027201141
""
6 recommended artists. 
,MAP,MAR,F1 score
1,6.179999999999991,8.81145325434798,7.264776828234036
""
7 recommended artists. 
,MAP,MAR,F1 score
1,6.0809523809523665,10.01351674641147,7.566788070973903
""
8 recommended artists. 
,MAP,MAR,F1 score
1,5.639285714285713,10.383025746183625,7.308914060992658
""
9 recommended artists. 
,MAP,MAR,F1 score
1,5.463888888888877,11.062658160552886,7.314913977395236
""
10 recommended artists. 
,MAP,MAR,F1 score
1,5.6161111111111,13.09459102301206,7.860814373788332
""
200 recommended artists. 
,MAP,MAR,F1 score
1,1.8757474443704094,66.87275157590965,3.649138371138181
""
50 recommended artists. 
,MAP,MAR,F1 score
1,3.386556733912201,36.85523847497532,6.203120680351881
""
20 recommended artists. 
,MAP,MAR,F1 score
1,4.554860681114537,20.669695830485274,7.46475640002468
""
100 recommended artists. 
,MAP,MAR,F1 score
1,2.5954363395707367,51.42173236120614,4.941459762663774
""
30 recommended artists. 
,MAP,MAR,F1 score
1,3.955968871486111,26.424564821143733,6.881693187659251
