1.000001	0.024298	0.045788	0.044808	0.029634	0.021532	0.000000	0.000000	0.062745	0.028626
0.024298	1.000000	0.073538	0.069939	0.038044	0.015247	0.000000	0.000000	0.086022	0.029509
0.045788	0.073538	1.000000	0.054191	0.039163	0.011555	0.000000	0.000000	0.056705	0.029210
0.044808	0.069939	0.054191	0.999995	0.084937	0.030517	0.000000	0.000000	0.158527	0.047363
0.029634	0.038044	0.039163	0.084937	0.999998	0.012563	0.000000	0.000000	0.100015	0.033865
0.021532	0.015247	0.011555	0.030517	0.012563	1.000001	0.000000	0.000000	0.050670	0.003377
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.062745	0.086022	0.056705	0.158527	0.100015	0.050670	0.000000	0.000000	0.999991	0.046699
0.028626	0.029509	0.029210	0.047363	0.033865	0.003377	0.000000	0.000000	0.046699	1.000001
