key	value
503810	16473695
503810	22207452
503810	22259294
24579	23708084
24579	10934896
24579	17061555
8199	10443483
8199	10630959
8199	22054451
2057	10543894
2057	10547592
2057	10548416
309259	18182618
309259	13828410
309259	18181200
90125	12843381
90125	10710754
90125	11232314
122894	17551005
122894	12552300
122894	17574880
8207	10453107
8207	10902706
8207	10513751
73744	10597856
73744	10282600
73744	10440098
45073	10564074
45073	16294241
45073	22331292
14357	21818754
14357	10389143
14357	21818752
71703	10492411
71703	17221780
71703	10395582
12316	14248681
12316	10287371
12316	21880732
13996061	21316664
13996061	14249652
13996061	18233827
30	10533647
30	10342114
30	14325353
33	10762171
33	10281868
33	20946333
53282	10857287
53282	10857288
53282	10857291
18469	10487228
18469	10494691
18469	10335356
208934	10624768
208934	11387148
208934	17942812
1372	10486117
1372	10330396
1372	20629130
79381	10439965
79381	16471634
79381	16471625
555698	13847055
555698	13886138
555698	11088507
6190	10338155
6190	10659186
6190	10405580
1373	10839417
1373	10535505
1373	11034916
38960	10507464
38960	10547869
38960	20451420
13797425	13873304
13797425	14175886
13797425	13873305
16434	10266008
16434	19716702
16434	10595797
24442547	14272480
24442547	10620253
24442547	16473883
53300	20406453
53300	10547495
53300	10449479
3422	10354344
3422	11321059
3422	10325206
54	10631497
54	10500164
54	10265974
127031	10515253
127031	10500778
127031	23039588
30776	11025997
30776	16495235
30776	16554379
10297	10549304
10297	10531788
10297	10716484
245819	17919650
245819	16569253
245819	16510968
13953086	10561851
13953086	10671190
13953086	13802819
305217	10787370
305217	18084847
305217	10793216
67	10909395
67	10365921
67	10341134
68	10996951
68	10265999
68	10770194
74	11036312
74	13880153
74	14214530
323659	10828595
323659	16811140
323659	10815507
2125	11061870
2125	10619791
2125	10619804
73806	10452327
73806	12476569
73806	22298515
38992	10532319
38992	10336462
38992	16323586
4177	10367265
4177	10997890
4177	10850064
88146	10452043
88146	10427498
88146	10446516
303187	16301821
303187	13776298
303187	10751009
34900	10610235
34900	13834502
34900	13844714
12375	13666084
12375	19626163
12375	10774951
439311	18206366
439311	20975064
439311	10928694
381020	16887515
381020	22272296
381020	10849213
45754	10843489
45754	10843757
45754	10848405
8287	10765163
8287	16692149
8287	13763840
59492	10407000
59492	10369993
59492	22073663
127077	10500913
127077	10640885
127077	22057592
184422	10756388
184422	10756392
184422	10980117
10028	10678124
10028	10349328
10028	10295973
508012	13332434
508012	21353114
508012	13817749
202866	10714680
202866	10615821
202866	19609139
7187	10349662
7187	10645236
7187	16128258
237684	20774166
237684	12895959
237684	15575985
10359	10483391
10359	11074598
10359	19712352
10943	14230242
10943	10323854
10943	13906352
57468	10793378
57468	20879852
57468	13821961
125	13616503
125	11044853
125	10498534
69760	10514661
69760	10439719
69760	11330822
43142	10795069
43142	18692497
43142	18692495
2183	10363867
2183	11233078
2183	10468160
164204	13768510
164204	13863691
164204	10953881
13953047	20755674
13953047	10535329
13953047	10700853
59532	16204503
59532	10370077
59532	13921640
129165	20757361
129165	10624939
129165	19557875
1389	10305505
1389	17102695
1389	10462896
366736	10828087
366736	19626693
366736	10900040
420499	10936655
420499	10984730
420499	10973742
8341	10491292
8341	10354370
8341	10316839
153	10339138
153	20863357
153	10417437
10395	11231033
10395	22231455
10395	15555934
13080736	13080750
13080736	17621362
13080736	13550883
63649	10378831
63649	10384768
63649	16754337
28017	13814996
28017	10995269
28017	10662238
28	10658952
28	10468161
28	10347121
69802	10682475
69802	10925080
10412	10810024
10412	11029732
10412	10777487
173	10377364
173	10377367
173	10353233
180	10300435
180	20863352
180	10573439
129054	20628665
129054	21525858
129054	16143932
114872	16972057
114872	10475733
114872	10430191
8377	10587974
8377	19719410
8377	10395667
186	10395100
186	10442476
186	10484478
284859	10725215
284859	18165337
284859	17051267
17800	13858163
17800	10858180
17800	10921483
233665	10782274
233665	16962753
233665	14228226
73419	14260348
73419	10399052
73419	10398694
63684	10742402
63684	13767030
63684	21546238
7201	10773384
7201	10773897
7201	10843629
11758	10494572
11758	14307466
11758	10353300
24451275	16250222
24451275	16250226
24451275	16250209
206	10448368
206	20613041
206	10526849
69840	10418216
69840	10391382
69840	13930185
2257	20547699
2257	10486874
2257	10489303
62499	13854270
62499	10957904
62499	13854265
212	20627191
212	10312744
212	10312743
12501	21011012
12501	10609684
12501	22137177
123094	10493224
123094	19359562
123094	16537143
216	19612120
216	10526978
216	10971386
102617	12689823
102617	10862042
102617	21590255
6362	10886292
6362	10708620
6362	19555959
6369	10275965
6369	10275963
6369	10958419
18658	10952491
18658	10300934
18658	13868933
227	10838629
227	22110209
227	10380745
196836	10909014
196836	10606788
196836	10794584
49381	10390206
49381	10545695
49381	16327004
6376	10464130
6376	10319642
6376	10861866
69866	16241927
69866	23220033
69866	13880288
233708	22207551
233708	16428810
233708	17378645
17789	10346494
17789	10637483
17789	22109415
14576	10629383
14576	10346627
14576	22028964
10482	10398397
10482	10417082
10482	10485054
244	10344933
244	10278446
244	14322036
10485	13848292
10485	13197964
10485	10426186
47350	10395820
47350	16512750
47350	22901320
12535	10329265
12535	13834373
12535	14203601
249	10394953
249	10337956
249	10524061
284922	19328220
284922	19880913
284922	22231075
20732	20758402
20732	10943795
20732	10638533
456958	20773555
456958	11389931
456958	11389932
256	10695285
256	10401253
256	14256868
259	20205280
259	15467241
259	15801093
24477957	23808806
24477957	19030257
24477957	16639195
98689	20440338
98689	10448406
98689	21355213
352521	20787870
352521	15345653
352521	10839165
727	10577384
727	20774198
727	10380457
10508	14269761
10508	10722766
10508	10794503
270	10374627
270	14213485
270	10267855
272	10647823
272	10589373
272	10332234
274	10534795
274	10390053
274	10496139
8467	10478698
8467	14338578
8467	14294102
459028	15641647
459028	15641649
459028	13925897
12334	10595729
12334	10535817
12334	10554961
279	10319295
279	10497022
279	10436844
283	14223340
283	10416516
283	11304683
285	10331278
285	10402175
285	10349028
12577	13200669
12577	11385569
12577	10443081
291	20808089
291	10560016
291	10315128
6436	10334184
6436	10542616
6436	10364040
317733	16607905
317733	10870176
317733	14182714
2348	10481652
2348	10359689
2348	14208702
301	10445170
301	10396836
301	20774210
300889	10980557
300889	20254533
300889	21129536
8497	10857375
8497	15667231
8497	10668246
114996	10488210
114996	16384940
114996	16416542
252213	10680397
252213	15618599
252213	10978611
96569	18787090
96569	18787021
96569	17617826
6460	10685358
6460	10509150
6460	10382935
8510	10464300
8510	12245624
8510	10838468
6467	10324393
6467	21294639
6467	21294637
16708	20876265
16708	21671125
16708	16167369
286774	24055067
286774	10577922
286774	10497102
131400	20786801
131400	10507814
131400	16989250
8521	13793465
8521	11006387
8521	10420290
2378	10268100
2378	10465879
2378	10806754
6475	10300399
6475	10386314
6475	17621435
311629	10771269
311629	10761017
311629	19580414
2382	10727229
2382	10546340
2382	10326264
116109	20206869
116109	21355164
116109	21355163
6482	10341192
6482	10994727
6482	10666268
4436	15405091
4436	10316642
4436	20561278
342	10466288
342	10399703
342	10334428
504548	13534433
504548	13534439
504548	13534431
8539	10490864
8539	10282933
8539	10322458
184668	10586969
184668	10586968
184668	10654689
246109	10696854
246109	10932928
246109	10673515
12183304	20336813
12183304	13865504
12183304	13877835
100411	10876025
100411	10505893
100411	10592821
358	20773194
358	14253775
358	10547904
285035	10725542
285035	10822201
285035	16914084
24770924	20833643
24770924	16283639
24770924	16283643
151917	10537174
151917	22134671
151917	10776691
6515	11083588
6515	14253506
6515	10802403
254324	10724423
254324	13770800
254324	10703750
8568	10430071
8568	10520362
8568	21596770
219514	14288005
219514	20404938
219514	10719087
6523	10529518
6523	10509808
6523	10505601
16765	20782448
16765	13864638
16765	10435367
13885824	22317202
13885824	22993757
13885824	22094887
12673	10380074
12673	10510308
12673	13835537
41350	10617352
41350	10403091
41350	10676946
3479	10497264
3479	10960046
3479	10270466
24419845	11326348
24419845	20505364
481677	14192702
481677	11026757
481677	11026745
65937	10573262
65937	10642943
65937	16190055
274834	10907351
274834	10717633
274834	10719224
1309	13827585
1309	10627945
1309	10487562
13818263	20834770
13818263	19793886
13818263	19572892
49562	13811822
49562	20774331
49562	10353730
359479	20205150
359479	10817940
359479	10817942
227741	10983342
227741	10652276
227741	10815334
2464	10443610
2464	10443628
2464	10491002
92578	20205097
92578	23820175
92578	10435711
421	10388313
421	10520943
421	10527584
39338	15723910
39338	10336842
39338	16182521
16812	13803070
16812	14272321
16812	10296673
28783022	20867249
28783022	21299134
28783022	21298944
14002612	10532130
14002612	10322026
14002612	10314983
61877	12829127
61877	10920945
61877	10680482
8631	19565520
8631	10494264
8631	10573865
2488	19623675
2488	10346879
2488	10268430
441	10415155
441	10568124
441	13582050
442	10972419
442	17230172
442	10957255
53480	10812313
53480	10812311
53480	10357630
8639	10408272
8639	10331603
8639	10526512
449	10452089
449	10392710
449	10322726
451	20688021
451	10415283
451	10316840
11199	13822350
11199	11386158
11199	11386160
96711	10473799
96711	16709675
96711	10443633
13881800	14282069
13881800	14039084
13881800	18050041
459	20783560
459	13838399
459	10267645
461	20773119
461	15858917
461	21195877
14318032	14233448
14318032	14283629
14318032	14283635
55717	17228617
55717	10361393
55717	10411196
10721	14247685
10721	10327219
10721	10705371
6627	10458786
6627	10522877
6627	10434679
360932	13883267
360932	21141671
360932	21141669
486	22349821
486	23371099
486	23371104
8682	10986839
8682	10295126
8682	13783153
497	10488402
497	10382048
497	21933076
28938741	21082135
28938741	21812759
28938741	21812760
6647	10520677
6647	20833994
6647	10875823
195064	10603742
195064	15519511
195064	15723902
506	20774324
506	19561367
506	10368694
260603	10698722
260603	14280174
260603	11384971
12714	10536999
12714	10537002
12714	10792500
43519	19465059
43519	19465042
43519	14213701
435787	20774381
435787	10923019
435787	21179197
186883	10590588
186883	10604166
186883	10730405
517	20748070
517	10362342
517	10304248
6662	10496260
6662	10512587
6662	10496250
49921	16334448
49921	15546211
49921	21450983
10668	10456254
10668	10489383
10668	11054795
498186	15590188
498186	15972867
498186	15975388
6231	19672106
6231	21671010
6231	10348406
6670	10344629
6670	10399554
6670	12933764
8719	10336631
8719	10369295
8719	10794634
8721	10435350
8721	10432512
8721	13811366
465428	10991728
465428	16176709
465428	16176708
90646	10996924
90646	10741730
90646	20990909
535	10604533
535	10354935
535	14299798
469528	19657416
469528	15619853
469528	11007464
11012	10393484
11012	10472202
11012	13629502
538	19610727
538	15716791
538	13827683
6684	14309801
6684	13815742
6684	13837121
19249	10610997
19249	20748484
19249	15559775
10782	10288645
10782	13796569
10782	14248181
111135	10470902
111135	16733880
111135	21269394
64033	10584023
64033	13853266
64033	10717076
546	10284229
546	20750604
546	21789201
13410853	20723721
13410853	14295288
13410853	14295281
49703	21655951
49703	10350411
49703	13811546
12380	10520358
12380	10861912
12380	10432551
18987	20635291
18987	10565340
18987	10633537
125485	10699940
125485	21583199
125485	16399338
558	13863176
558	10300627
558	10492825
6705	10339533
6705	10402120
6705	14225752
8756	14205599
8756	17231244
8756	10334865
2616	17087068
2616	13830191
2616	10269170
13822521	20234657
13822521	21232500
13822521	15765833
307770	10756134
307770	10788054
307770	10885125
572	13584488
572	13754184
572	10331107
6717	13927324
6717	19039525
6717	13753666
18187	10678202
18187	11082867
18187	20756707
68167	22814290
68167	10661657
68167	10632910
31309	10457762
31309	10605135
31309	10947359
19024	10509371
19024	10339299
19024	10946134
594	10387907
594	10292895
594	10667350
21075	10529780
21075	10376674
21075	10340689
250452	20808107
250452	10678699
250452	15868918
227925	19615113
227925	21420229
227925	10757223
465494	13801334
465494	10969053
465494	20976022
51799	16824764
51799	21947650
51799	10637072
8292	10401785
8292	10941551
8292	10328807
289551	22069994
289551	10761065
289551	18109541
494172	11313881
494172	16254203
494172	17118456
2490	16229481
2490	10587312
2490	10616287
20820	10325906
20820	10325907
20820	10325908
6761	20878074
6761	10528996
6761	10313107
37487	10333796
37487	10394483
37487	20205038
10865	10284418
10865	10296387
10865	10310136
8819	10513427
8819	10429163
8819	10523413
37495	14177843
37495	23528433
37495	10835729
301689	13936359
301689	13894724
301689	13900003
10874	14285385
10874	10810871
10874	10652389
25214	10397655
25214	10383212
25214	10922072
639	10391729
639	10396418
639	10388985
227969	21545139
227969	17882573
227969	11026608
23170	14196929
23170	10464265
23170	13767487
6787	13589079
6787	10403362
6787	13589076
31366	10325953
31366	10543505
31366	10543506
455303	15493727
455303	20633894
455303	19733313
4746	15557924
4746	10402650
4746	16294194
10892	20613370
10892	20613366
10892	20761624
6797	13822606
6797	13897058
6797	10785897
17039	10783881
17039	13871044
17039	10308141
80531	10696666
80531	20213034
80531	16220381
21142	10678939
21142	10692008
21142	10679720
129817	20215456
129817	10610219
129817	10733598
8857	10962464
8857	10280565
8857	22074062
6810	20443194
6810	20514576
6810	16166309
670	10331913
670	10503122
670	10280677
355781	14306778
355781	10561019
355781	10532291
7622	10294827
7622	10988744
7622	10329100
53926	10814376
53926	11082663
53926	10407166
25255	10536729
25255	10451291
25255	10841302
13958599	20207452
13958599	20631979
13958599	20633204
26397	20805532
26397	10405064
26397	10315080
10928	19443141
10928	10466972
10928	10389332
8648	10502364
8648	10588375
8648	10348648
21170	10410959
21170	10280306
21170	10471975
27317	10683366
27317	10683360
27317	13831714
23222	10617507
23222	10671411
23222	10671412
26057	10384631
26057	10384630
26057	20808251
10936	10511367
10936	10628401
10936	10319690
14379124	19629761
14379124	19629769
14379124	19625896
6842	10406832
6842	10406838
6842	10507088
699	10526817
699	20454473
699	10349575
1351	10523494
1351	10362650
1351	10300203
33471	10570515
33471	11078595
33471	10847003
58048	10902498
58048	10684043
58048	19025207
14314177	20753918
14314177	17168756
14314177	17168757
24629956	17909728
24629956	17335939
24629956	16816408
717	10568923
717	10266143
717	10275729
8653	16729685
8653	10608759
8653	10822824
721	10266670
721	10270876
721	10296337
725	10317510
725	10427625
725	10339489
6870	10423276
6870	22109307
6870	13856392
37591	10407960
37591	22160808
37591	16260907
54735	10359401
54735	10361025
54735	10575059
223964	21085168
223964	10647243
223964	14172684
410335	13885220
410335	10887924
410335	11006476
437712	10926310
437712	11069497
437712	14245078
283363	10819539
283363	10841929
283363	16401209
287460	10729094
287460	10778526
287460	21687654
10981	10463140
10981	20486077
10981	17919760
742	10803226
742	10527629
742	10300948
743	10592521
743	10507662
743	10858206
745	14322971
745	10491411
745	12565842
31466	22092147
31466	10856831
31466	13818384
281383	10732983
281383	19720579
281383	10917450
749	10936445
749	10953710
749	13754349
750	10292323
750	20880038
750	10828214
13937395	14222747
13937395	14243230
13937395	15407468
19189	10412326
19189	10389404
19189	10601393
13777705	20773053
13777705	14236953
13777705	21873780
760	10318805
760	10880733
760	10880727
13052	13919951
13052	14076337
13052	10320448
49917	20773484
49917	16332866
49917	10461650
28117	10390074
28117	13788960
28117	23143178
33537	10414378
33537	10654790
33537	21403908
15106	10758064
15106	17815203
15106	19496692
121603	16559364
121603	23839402
13945604	11338640
13945604	21032298
13945604	23149805
6919	20504851
6919	10292174
6919	10312595
31496	10323275
31496	16290319
31496	10390151
357129	13861777
357129	10814746
357129	16677973
14011146	20808222
14011146	21178973
14011146	15343590
244703	10969386
244703	10672149
244703	13824617
56079	10550820
56079	10362169
56079	22538416
50648	15945202
50648	10372153
50648	14230781
365335	10995503
365335	10826162
365335	13806584
97048	13842016
97048	14203243
97048	14203095
260889	15801209
260889	21843968
260889	10785169
254746	10779603
254746	10683252
254746	10891143
10863	10504373
10863	10504354
10863	10374906
12643101	14338512
12643101	12667365
12643101	12667366
12643104	20640462
12643104	20215455
12643104	12645132
13095	10383953
13095	10392175
13095	10383951
9000	10488643
9000	10281256
9000	16428495
12665641	17154183
12665641	13926526
12665641	17154181
15146	10569260
15146	10464142
15146	10482910
170796	10567941
170796	17267956
170796	10565686
9009	19705883
9009	10439333
9009	10281275
3846	10542617
3846	10369220
3846	13860148
413491	22297016
413491	10941769
413491	10896335
115508	13629781
115508	10883113
115508	22179266
41781	12861760
41781	14273625
41781	10473456
50996	19457467
50996	10410599
50996	21708553
6974	20747776
6974	10299264
6974	10436078
6978	20205099
6978	20613360
6978	10310406
148292	10531865
148292	21706263
148292	13779104
150343	11053521
150343	16257859
150343	21789544
353097	14210029
353097	14210030
353097	17359929
9037	10310326
9037	10357363
9037	10377321
138064	15517783
138064	15632708
138064	10534737
203601	19727489
6994	10815615
6994	10415049
6994	10780424
12771	10408726
12771	13823671
12771	10288670
31572	13926424
31572	15678026
31572	10420345
12772	10288672
12772	10361150
12772	10653576
861	10430622
861	10357661
861	11085010
478046	16829369
478046	22172858
478046	22172860
14310885	14282929
14310885	14334374
14310885	11323395
2916	10269237
2916	11013487
2916	10357514
330214	23598684
330214	10788911
330214	21947153
11110	10517901
11110	10561879
11110	10613697
11111	10347564
11111	13849682
11111	10528110
17257	10526715
17257	10611619
17257	22775638
9066	10429228
9066	10446997
9066	10520682
14376486	20814859
14376486	14330271
14376486	15724073
876	13821243
876	10346179
876	10879595
193390	10694204
193390	10600902
193390	21870749
880	10386165
880	10285534
880	10344467
269169	21633549
269169	21633551
269169	10717252
11123	10369601
11123	13881921
11123	10867844
93044	11234219
93044	10621375
93044	10445543
94357	11008420
94357	23394479
94357	13775934
7041	13789936
7041	10299467
7041	22069567
551810	12219420
551810	20979955
551810	11083467
18664	10365055
18664	16257152
18664	10365054
17287	10671439
17287	13931882
17287	11386644
19337	10450320
19337	14287999
19337	10568683
907	10426128
907	10337904
907	21728516
909	10541350
909	20359343
909	10411295
7055	20506982
7055	21430441
7055	16246746
414608	21945062
414608	13948822
414608	13948818
7057	10379402
7057	10444729
7057	13883908
43925	13775669
43925	10671536
43925	13831996
225433	14223753
225433	10650643
225433	10648837
9028	10316749
9028	10857621
9028	19627702
121754	20808102
121754	10734349
121754	10490563
28652447	20511501
267168	10699909
267168	10782641
267168	15620929
271265	10705672
271265	22076064
271265	15643935
33700	10286468
33700	10386193
33700	10352322
25510	10705265
25510	10313405
25510	10613812
28230567	20221048
28230567	20754390
936	10336625
936	20749856
936	15460616
372	20757982
372	14256007
372	11036837
938	10498453
938	10354973
938	14247512
9134	10958968
9134	14202192
9134	14202180
58290	10521159
58290	13931879
58290	22636854
11763	10846588
11763	14135037
11763	13784860
172981	20877347
172981	13576978
172981	10569187
9144	10297578
9144	10966641
9144	21418039
7099	19661817
7099	10413603
7099	10601384
24419260	16904806
24419260	16845368
24419260	17945873
957	21728337
957	10303107
957	10269440
371189	20774171
371189	13793006
371189	13793007
56256	10387385
56256	11320216
56256	22571592
19554	10380491
19554	10458944
19554	19722764
21443	10494990
21443	15408371
21443	10306912
484294	15551268
484294	21425948
484294	13836117
232391	21036503
232391	10658477
232391	21705422
5066	10273607
5066	10930241
5066	10273578
24476620	19793865
24476620	15919856
24476620	16122521
13261	10915320
13261	17052813
13261	11035348
13263	11070651
13263	10966430
13263	11028790
295889	16831780
295889	16831048
295889	16831767
13266	10347604
13266	10907005
13266	10995760
74707	17316383
74707	12687890
74707	21149799
7127	15596341
7127	13890055
7127	10358385
68572	10353693
68572	10388204
68572	10351695
7134	10415118
7134	20613319
7134	10609693
11231	10534480
11231	10560212
11231	10534481
170978	10530371
170978	10754474
170978	10602920
170980	20818700
170980	20467430
170980	15551570
1001	10796472
1001	10335882
1001	10411122
9200	20773632
9200	10396381
9200	10296535
470001	20207811
470001	20616158
470001	17531628
29682	12266208
29682	10469068
29682	10469072
7155	13810460
7155	10286606
7155	19738987
1012	10601694
1012	10601692
1012	22105349
91646	13872003
91646	16844994
91646	21945061
383990	10998342
383990	10853094
383990	13791701
2900	10333711
2900	13788033
2900	10283490
3066	10511059
3066	10568905
3066	10884007
8362	10499773
8362	10400228
8362	10486640
3070	10452870
3070	10269556
3070	10857282
56320	10532957
56320	10420160
56320	10525255
283649	10733009
283649	16612575
283649	13837334
3074	10773372
3074	10746655
3074	10269560
68611	17480786
68611	10458562
68611	10388280
78857	20629543
78857	16516307
78857	10408663
24419341	16348179
24419341	16290725
24419341	16331418
35855	16827201
35855	13873115
35855	21971492
28863505	15342199
27666	10716307
27666	10572774
27666	11229774
3091	11315937
3091	11080258
3091	11080653
283668	10789523
283668	10823182
283668	10874138
24765461	22210150
24765461	22210151
24765461	22210158
13773846	20230082
13773846	17960949
13773846	22310981
15383	10668723
15383	20518297
15383	10465827
12334106	12334158
12334106	18381146
12334106	22353791
306204	20773569
306204	20457270
306204	10789289
250910	10679126
250910	16561332
250910	22552882
332831	21844176
332831	21844177
332831	21844178
7200	10438605
7200	10277504
7200	13791493
11297	14318157
11297	13807434
11297	13807435
1059	10420839
1059	10851607
1059	10844949
1060	14287361
1060	13951008
1060	20511891
12806	16334906
12806	10296776
12806	19625869
148518	19640782
148518	10910111
148518	22452232
130087	22119773
130087	10825468
130087	10488400
1064	10462542
1064	11040605
1064	21388880
9258	10513686
9258	10282340
9258	22188080
13984813	13985371
498734	14185016
498734	20773637
498734	13847351
293935	16662220
293935	10766525
293935	16685422
13112499	20723797
13112499	15630669
13112499	15630673
95284	16612005
95284	10452042
95284	10493544
27703	10372005
27703	10372006
27703	10766229
103482	10874645
103482	21990209
103482	10459684
29755	10856261
29755	10652091
29755	10509426
1084	20773509
1084	10495502
1084	10339126
24458301	19409026
24458301	19355938
24458301	20062727
11326	10285566
11326	22174444
11326	14295249
506945	19443215
506945	11033690
506945	17167765
33858	21529947
33858	10405775
33858	10328007
3140	10502496
3140	19648545
3140	10270187
11333	10432878
11333	10312945
11333	10458154
11336	13628705
11336	10371419
11336	10371476
15436	10952243
15436	11061539
15436	11025650
15437	10806258
15437	11026004
15437	11062275
11343	10675499
11343	10443342
11343	10298243
13396	14095541
13396	10500308
13396	10407615
116238	10580316
116238	20774309
116238	10360926
420950	10903012
420950	16944412
420950	10934392
267353	13806137
267353	10700185
267353	21600584
50267	10751139
50267	13777978
50267	10399449
14522	10514608
14522	10446490
14522	14337391
9311	13814130
9311	10815492
9311	10401618
14357263	10777795
14357263	10276265
14357263	10569795
42082	10842087
42082	10472341
42082	10417365
19302	10514035
19302	19326605
19302	10897297
318573	10769307
318573	17080471
318573	22760320
14374077	14328075
14374077	21056680
14374077	11330454
81008	11047322
81008	13813548
81008	22131125
306289	20206448
306289	10846208
306289	17971840
9330	10365021
9330	10365020
