key	value
12289	20774332
12289	10628558
12289	10291747
65540	11054388
65540	10426310
65540	10608657
13836294	14298024
13836294	13925963
13836294	14253423
10247	10861311
10247	10315545
10247	10783623
202760	17253085
202760	10785298
202760	10681395
8204	10930018
8204	21233460
8204	21233454
92173	11320433
92173	10435049
92173	21654960
196624	10724469
196624	10606421
196624	10724466
17	10566582
17	19775789
17	11310231
501778	21338833
501778	11049715
501778	21269281
13893294	14178362
13893294	14178363
13893294	21801246
518166	14231690
518166	14231691
518166	11041680
516120	14308701
516120	11038518
516120	19096832
23556	13950503
23556	10465455
23556	10450576
22555	20783582
22555	20511169
22555	11000576
268317	20881282
268317	10747463
268317	11003341
47135	19626972
47135	21947574
47135	10393727
428067	10913013
428067	21492640
428067	17038378
13793316	18146627
13793316	13867283
13793316	16284495
26794022	19626271
26794022	19621212
26794022	17777819
8231	10318353
8231	10385702
8231	10486526
229416	10877422
229416	24057638
229416	11031381
13989929	17572023
13989929	17864912
13989929	14245524
7	10439433
7	13350320
7	10276525
44	11041595
44	10325249
44	23624343
30765	14195107
30765	10426506
30765	10343781
8238	10667382
8238	10710793
8238	10585698
12519472	20206568
12519472	20777464
12519472	13622656
8241	10302234
8241	10474066
8241	15681002
499379	11071724
499379	17389960
499379	11052078
44382	10560046
44382	21400720
44382	16287110
25468985	20748477
25468985	17117817
25468985	19624744
6203	10275671
6203	15678001
6203	21687619
2109	10371887
2109	10336163
2109	10316266
24638	10943364
24638	10841725
24638	10783410
258741	10730322
258741	16587814
258741	16592799
4160	10529930
4160	14186684
4160	10447943
68	10996951
68	10265999
68	10770194
69	10298667
69	10648046
69	11081975
24619511	22229391
24619511	22229389
24619511	22229390
33716	19320184
33716	19011985
33716	19320118
13848649	19425274
13848649	13937439
13848649	18427429
13885519	16555864
13885519	16597942
13885519	17674940
86097	10710383
86097	10581647
86097	16516038
37219	19563369
37219	12792468
37219	12219570
12374	24027167
12374	21080793
12374	10287597
16471	10773267
16471	10812476
16471	10812474
2136	10449715
2136	20477969
2136	14259679
2404	12539434
2404	10268156
2404	10421691
16474	10526728
16474	10526722
16474	21843394
120923	14336715
120923	10656231
120923	10505036
135260	10876827
135260	22219647
135260	10872861
254045	10959740
254045	10692767
254045	16525979
97	10523180
97	10485969
97	10485964
98	10460940
98	10294608
98	10418237
10340	10537273
10340	11028186
10340	22282837
30821	13014981
30821	13951663
30821	15548629
13850726	13939473
13850726	13939470
13850726	17618349
13961320	20586881
13961320	20863573
12393	13945036
12393	10347684
12393	13795421
28264557	20208896
28264557	20730087
25182319	21635077
25182319	16979370
25182319	17640548
14342256	19666903
14342256	19666890
14342256	21806384
33689	20773565
33689	16935221
33689	16611423
24693	10486881
24693	20749605
24693	10531945
82041	10703743
82041	14324058
82041	11048097
7987	10312724
7987	17224768
7987	13752589
13279357	21898586
13279357	14300849
13279357	14301237
419970	16446270
419970	10901743
419970	21451129
242917	10701255
242917	22904299
242917	10776878
8324	10324536
8324	10295893
8324	14235129
333957	13776150
333957	10787589
333957	13807466
27578502	20723838
27578502	14247175
27578502	19598155
194695	20215396
194695	20878575
194695	13683825
24473738	20868611
24473738	20950579
24473738	16250931
20620	10671179
20620	10790136
20620	16363553
51342	10417590
51342	10635569
51342	13813903
14305304	17212279
14305304	20774553
14305304	21842604
168082	20814543
168082	10561577
168082	16424899
11971	11228940
11971	10317416
11971	22092216
413846	22170614
413846	22170609
413846	22170611
7193	19017359
7193	10277477
7193	10277484
154	11303268
154	10893509
154	10772723
362652	10822433
362652	13888511
362652	14306037
1733	21606186
1733	10454898
1733	10266834
12448	10318273
12448	10485884
12448	14209753
1392	13874688
1392	18089670
1392	14310823
39074	14248848
39074	22370867
39074	10421560
47267	10348949
47267	21476088
47267	21476089
420004	19444543
420004	15637033
420004	20676521
8357	20773489
8357	14308331
8357	10396109
169	11024419
169	10333223
169	10313421
32938	20219716
32938	10434864
32938	21060945
11225259	20864969
11225259	15575314
11225259	13840089
18802	10532546
18802	10563259
18802	10376311
355357	16609064
355357	12769929
355357	10812400
11223752	21703150
11223752	24006545
11223752	11235951
14514	10585287
14514	10554866
14514	11008788
14517	21812895
14517	10292550
14517	14261100
471225	20633621
471225	10976927
471225	15792885
188	10522294
188	10266012
188	14260002
87754	10426446
87754	13778710
87754	10426444
2238	10898035
2238	10336917
2238	14336374
191	10718083
191	10266014
191	10534227
10432	20515292
10432	10609310
10432	22057707
13867201	20621001
13867201	15494485
13867201	14233967
13836482	20723496
13836482	22552348
13836482	13923641
102231	13084056
102231	10455063
102231	13844082
86212	11385744
86212	22225192
86212	16383537
16581	10450129
16581	10342878
16581	20487688
13947078	17344251
13947078	17447263
13947078	14220074
303307	10995858
303307	13830685
303307	13455318
9303	13762946
9303	10282532
9303	22348737
549069	17208950
549069	17208949
549069	17208954
13832399	13916829
13832399	14198833
13832399	14198831
25221329	22227825
25221329	16413430
25221329	16413442
293075	15500523
293075	21655312
293075	15633957
235734	10662315
235734	10760858
235734	13780026
178392	14311938
178392	10752579
178392	13825185
217	16339226
217	10864410
217	10319437
218	10418277
218	10488803
218	10516186
499931	13137962
499931	14257522
499931	11073362
14354654	20206941
14354654	14310433
14354654	14310434
22751	10480905
22751	10492419
22751	10496025
57568	20753596
57568	13847003
57568	21010577
13951202	18341794
13951202	18091994
13951202	18345708
53475	13877876
53475	21871174
53475	19130407
14377191	10634385
14377191	10273541
14377191	14263546
205032	10618962
205032	10691815
205032	22319246
295146	15679166
295146	15679167
295146	10782244
120871	22199781
120871	10532295
120871	15620833
13850863	14247640
13850863	16072491
13850863	14307211
20720	10556947
20720	10435357
20720	10435356
34856	10329493
34856	16313476
34856	13415720
90354	14299536
90354	13178724
90354	10432098
13612755	13893678
13612755	20499395
270580	10929988
270580	13794750
270580	17058461
12869878	13476934
12869878	15670161
12869878	15670163
10487	10903623
10487	10283777
10487	10764924
68308	14213429
68308	19134620
68308	20911363
243962	13885644
243962	13885643
243962	11009293
454907	16778260
454907	16794616
454907	19706170
88317	10751654
88317	20212084
88317	15549475
364798	10825442
364798	16084221
364798	10949525
366848	16776880
366848	17824285
366848	17460496
434433	10988848
434433	10921083
434433	16774581
24472619	15912515
24472619	16321112
24472619	16326061
499678	13838370
499678	17339050
499678	13896557
27900169	19662519
27900169	19661844
27900169	19776874
266	20772099
266	10457258
266	10606189
78091	10407415
78091	15580835
78091	16294604
475404	20877935
475404	10982934
475404	21110817
13816078	20529730
13816078	13986327
13816078	14168799
94479	10463129
94479	21513500
94479	20966848
14608	13873299
14608	10708114
14608	10411497
24849	10368727
24849	11331862
24849	16639492
110866	14221906
110866	10481366
110866	10484212
153040	13814072
153040	13944901
153040	11039597
26670	10315641
26670	20534467
26670	10442197
8470	10305910
8470	10307618
8470	10292883
4375	10909189
4375	22056363
4375	10510568
192792	16640219
192792	17264123
192792	17300467
26907	10334297
26907	10846219
26907	10359033
14621	13663097
14621	13820354
14621	13820355
38277	16558626
38277	14333474
38277	10868677
8240	20723411
8240	20613059
8240	19532287
147749	21750528
147749	16463421
147749	10647958
189831	17042688
189831	17055132
189831	21965202
20780	10500008
