key	value
13845401	W&W
198160	Evans Blue
8998	Peace Orchestra
21287	Alessandro Scarlatti
808	Mad Season
809	Marty Robbins
7303	Chevelle
19250	Hanoi Rocks
76591	Cloud Cult
816	The Statler Brothers
39729	The Meteors
818	3 Doors Down
45875	K-Os
24961844	Edie Brickell and New Bohemians
6965	Caetano Veloso
494392	Universum
27101	Mel Tormé
827	Stray Cats
2877	Hasil Adkins
9022	Safri Duo
33601	A Static Lullaby
9027	Scott McKenzie
37700	t.A.T.u.
842	Gerry Rafferty
39757	Alif Tree
9038	Michael Brook
13909232	Yo-Yo Ma
15186	The Rubettes
6995	Perry Como
13144	Milton Nascimento
7003	Zap Mama
331578	Celeste
26747742	Yolanda Be Cool & Dcup
402272	Imelda May
35682	Club 8
13115	C.C. Catch
869	Gipsy Kings
7015	Jimi Tenor
2920	Bad Manners
230249	Uffie
2922	Venom
15847	Desireless
877	Marcy Playground
7024	The Kingsmen
24458728	Richard Cheese
302	UB40
1015	Erykah Badu
31550	Charlie Feathers
886	Clutch
888	Die Toten Hosen
1725	Uriah Heep
13191	Warmen
9097	Patricia Kaas
481082	Ou Est Le Swimming Pool
74636	Hatesphere
911	Fuel
7058	Lionel Richie
148291	Jeanette
64066	Mercenary
5014	The Posies
25331	Stéphane Pompougnac
86936	Mylo
921	Alannah Myles
13210	Lali Puna
12297115	Frankie Rose and The Outs
7069	Olivia Newton-John
263072	Grinderman
125857	Noumena
478014	Jason Derülo
2980	Dark Funeral
7077	Thomas Newman
31655	Scissor Sisters
234410	Madina Lake
31660	The Album Leaf
345005	Stefanie Heinzmann
26875	Amel Larrieux
502633	Barren Earth
7326	Traveling Wilburys
363446	Jade
379833	In Mourning
9146	Zeromancer
7103	Guru
203714	MSTRKRFT
216566	Beirut
5965	Mortiis
967	Dalida
969	Pat Benatar
9163	Richard Clayderman
15311	David Ruffin
8625	Ted Nugent
11218	F.R. David
6511	Diana Ross
58324	Boys Night Out
56277	The Red Chord
24441815	Sammy Davis, Jr.
27609	Shining
259034	Born Ruffians
11227	Peter Sarstedt
13281	Galt MacDermot
12454	Baden Powell
18257	DJ Shog
1000	L7
308204	Amy Macdonald
7149	Handsome Boy Modeling School
3054	Hatebreed
64496	Robots in Disguise
290984	A Skylit Drive
6853	Deine Lakaien
50164	Graveworm
152565	Alesana
1014	Deep Forest
12457	The Real McKenzies
7161	The Church
11259	Keren Ann
449533	Hacienda
11262	Clint Mansell
9215	Willie Bobo
87044	Nouvelle Vague
19461	Martin Solveig
1030	En Vogue
17415	Martika
97288	Deathspell Omega
254124	Pony Pony Run Run
9227	Troublemakers
1671	Dizzy Gillespie
7000	Lisa Gerrard
1042	Michael Franti & Spearhead
14851	Edward Shearmur
353629	Degradead
14169	Aromabar
125978	Gabriella Cilmi
16901	From Autumn To Ashes
12464	Jimmie Rodgers
144419	Marissa Nadler
7204	Deltron 3030
76837	Chiasm
216104	Richard Durand
97321	R.I.O.
7210	The Lively Ones
9310	The Isley Brothers
308270	A Fine Frenzy
7215	Deep Dish
17289	The Pentangle
1074	Entombed
8371	Sugababes
9268	Pain of Salvation
42039	Madeleine Peyroux
5176	Old 97's
78188	Insomnium
83807	Johnny Hollow
9276	Astor Piazzolla
15992	Dargaard
17470	Miss Kittin & The Hacker
1205	Sister Machine Gun
28701760	RAC
110115	John Dahlbäck
40005	Dark Age
66630	Eisbrecher
24419399	Fun Lovin' Criminals
15432	Barrett Strong
45580	Poisonblack
535627	James Vincent McMorrow
80738	Orleans
257103	The Blackout
13841488	Azealia Banks
527441	Sam Tsui
28918869	Drowning Pool
7257	Fourplay
5211	Roni Size
7261	Spirit
28902494	Extreme
11359	Desmond Dekker
11361	Sam The Sham & The Pharaohs
11363	Brian Hyland
5220	Chimaira
9319	Marianne Faithfull
27753	Rue du Soleil
48235	Jazzamor
13421	Barry McGuire
320622	Arms and Sleepers
212157	Hurt
394352	Afrojack
9329	Bobby McFerrin
68724	Groundation
60533	Andrew Bird
6721	Kruder & Dorfmeister
152695	Café Del Mar
113786	Bodyrox
81019	Staubkind
10090	Brad Paisley
9343	Bill Haley & His Comets
5504	Cujo
15492	The Sonics
64705	Billy Lee Riley
9357	Vega
1169	Revolting Cocks
220306	Rebel Meets Rebel
15507	Blake Shelton
7319	Angra
196	Dead or Alive
7325	Warren Zevon
15518	DJ Tatana
1183	Supergrass
93382	Irfan
52081	Late Night Alumni
203945	Billie the Vision & the Dancers
1195	The Herbaliser
1196	David Holmes
54447	Katie Melua
9416	Jody Watley
1203	Snow
15540	Nicholas Gunn
9397	Aim
1207	Shirley Bassey
42858	Sugarland
9403	Nicola Conte
275645	Odyssey
154814	Phil Wickham
7359	MJ Cole
286240	Alberta Cross
484550	Dutch Uncles
1223	Days of the New
130248	KT Tunstall
29406754	Dolores O'Riordan
1233	Noir Désir
2859	Switchblade Symphony
177363	Hello Saferide
511188	NiT GriT
1238	Paula Abdul
3290	Cal Tjader
11483	Katatonia
29917	Barbara Lewis
60639	Alex Gaudino
3297	The Dave Brubeck Quartet
3963	Skip James
116997	Scar Symmetry
13541	The Legendary Pink Dots
11494	Bobby Byrd
23079	Émilie Simon
1263	Men at Work
14378224	T'Pau
244977	Bliss
9458	Zero 7
1269	REO Speedwagon
1275	The Dream Academy
12113	Mirwais
1282	Bomb the Bass
52779	Straylight Run
7429	The Jam
1286	Debbie Gibson
21772	Avantasia
367885	Tracedawn
322832	Bon Iver
3345	Dave Brubeck
66602	Sopor Aeternus & The Ensemble Of Shadows
32025	Younger Brother
15642	Gal Costa
48413	Mark Ronson
1310	Taylor Dayne
257311	Hadouken!
9504	Jack Johnson
21794	Arcana
6795	Maria Bethânia
29989	DJ Mehdi
17704	Dead Poetic
1321	Sérgio Mendes & Brasil '66
1323	Aaron
9516	Kings of Convenience
1326	Sister Sledge
247087	Blessthefall
15666	Kotiteollisuus
1331	Paul Young
7476	Reamonn
447798	Rae & Christian
13193	Finntroll
550200	Zaz
13625	Thrice
1338	George Harrison
8415	Spyro Gyra
68927	Oscar Brown Jr.
116032	Hammock
5441	Southern Culture On The Skids
20363	Roy Brown
351556	Scale the Summit
8482	Cathy Dennis
16363	Black Tape for a Blue Girl
4955	Dakota Staton
1357	Royal Crown Revue
13831502	Theme Park
7505	Propaganda
98873	Stafrænn Hákon
312664	Emancipator
1371	Fettes Brot
97629	Glen Hansard
376161	James Morrison
1378	Charles Mingus
23907	The Derek Trucks Band
9446	Bent
