key	value
350209	19726601
350209	10805387
350209	15501614
4098	22204969
4098	14205486
4098	22204966
71469	20783556
71469	10768604
71469	10768605
16393	10391238
16393	17119976
16393	16760469
124942	10496614
124942	10969089
124942	15663785
90129	16251277
90129	10431718
90129	10646156
12963858	16498457
12963858	15615513
12963858	15909939
13877267	14223165
13877267	14033488
81940	20229005
81940	10415166
81940	13803202
30741	10696804
30741	10999628
30741	10696806
8217	13938684
8217	10616507
8217	19638415
16410	10628352
16410	10318880
16410	10356752
87531	16413273
87531	10388563
8223	10613649
165920	10691647
165920	22768015
165920	10558623
383664	11388101
383664	12913887
383664	12913885
11380624	11391026
11380624	13179738
11380624	14225006
79907	16371711
79907	10325920
79907	10476329
8231	10318353
8231	10385702
8231	10486526
419881	10929502
419881	11002009
419881	11331059
13889579	20848634
13889579	11309095
13889579	15515294
43057	10340464
43057	10569567
43057	10340463
14363315	14184820
14363315	21381536
14363315	22225604
321593	14203442
321593	20814823
321593	21394615
12610911	13789377
12610911	12610963
12610911	21508758
2110	10602891
2110	10385982
2110	12819631
507968	13817007
507968	11069673
507968	22323504
282691	10943060
282691	13797198
282691	17212216
38981	10397012
38981	10531812
38981	10354293
157025	15691567
157025	15691563
157025	15691564
208969	10624842
208969	21527900
208969	13774450
8268	10299328
8268	10351963
8268	10523731
28750	10904539
28750	10904540
28750	10359822
168015	13843768
168015	10916276
168015	16960494
239971	10828408
239971	22181756
239971	14268549
12373	13805917
12373	11315709
12373	22069745
29069398	24049565
29069398	21303407
29069398	21934975
13598807	21655499
13598807	19611391
13598807	21562920
89	10961232
89	10506069
89	10276565
32859	10491586
32859	10328870
32859	16902428
58042	13203690
58042	10601473
58042	20863608
135263	16835762
135263	21689846
135263	13805471
34913	10434538
34913	10340803
34913	10470669
106252	10308351
106252	10475200
106252	22350531
103	10493777
103	10382597
103	14173829
39018	12183643
39018	15553989
39018	17200120
508011	20220902
508011	20941894
508011	20517383
483436	10995541
483436	19333323
483436	22516007
63597	10378717
63597	21870517
63597	21870516
129137	10895315
129137	10895311
129137	17384103
8306	10516169
8306	20516395
8306	10412797
8307	10328135
8307	10595207
8307	10422431
311415	10760779
13893753	11306860
13893753	19428157
13893753	22160090
21963	20516147
21963	10494362
21963	10326831
8319	10501753
8319	10353215
8319	10418897
24439681	17328210
24439681	15886174
24439681	17053545
522372	13849750
522372	12208402
522372	21781117
26353800	16963117
14473	10522840
14473	10991414
14473	20785641
8330	10557579
8330	10287496
8330	10392429
26679436	18046802
26679436	17512863
26679436	23076900
475281	14307264
475281	20207657
475281	20493058
221330	16196970
221330	22080082
221330	16196973
107203	13800248
107203	20735758
107203	22196317
30868	20764582
30868	15622087
30868	15622088
186734	20773195
186734	21354193
186734	15437242
59543	10513385
59543	15590066
59543	21398796
233626	21826458
233626	10695097
233626	10783249
14020766	20819341
14020766	17166804
14020766	21239246
159	19664215
159	10348996
159	10867801
