Sorted by recommended artist values
""
""
1 recommended artists. 
,MAP,MAR,F1 score
1,1.3400000000000007,0.05569240052055345,0.10694020640895885
""
3 recommended artists. 
,MAP,MAR,F1 score
1,1.273333333333333,0.16889828438087054,0.29823755463887314
""
100 recommended artists. 
,MAP,MAR,F1 score
1,1.1941999999999804,4.046117391565721,1.8441147846443848
""
5 recommended artists. 
,MAP,MAR,F1 score
1,1.2440000000000009,0.2553694770863481,0.423750962454896
""
7 recommended artists. 
,MAP,MAR,F1 score
1,1.2400000000000038,0.3259986342236543,0.5162690408574121
""
200 recommended artists. 
,MAP,MAR,F1 score
1,1.117099999999976,7.3296178786236466,1.9387213471238853
""
10 recommended artists. 
,MAP,MAR,F1 score
1,1.276000000000001,0.4380658651412194,0.652217695116568
""
300 recommended artists. 
,MAP,MAR,F1 score
1,1.0513999999999828,10.194005685353764,1.9061966953384513
""
50 recommended artists. 
,MAP,MAR,F1 score
1,1.1387999999999907,1.9183972234364435,1.4291984444456158
""
20 recommended artists. 
,MAP,MAR,F1 score
1,1.2389999999999899,0.842717158470947,1.003139696568987
""
30 recommended artists. 
,MAP,MAR,F1 score
1,1.1646666666666678,1.2083004609157248,1.1860823976775914
